dayofyear,encounter_type,change_n_interactions
2020-07-12,business,-43.349921560470115
2020-07-13,home,-14.348237855021395
2020-07-13,business,-87.59592772892998
2020-07-13,other,-32.49027209003417
2020-07-13,poi,-66.92729907250722
2020-07-14,poi,-58.08275340937477
2020-07-14,home,-1.6900588126978922
2020-07-14,business,-87.77131780330853
2020-07-14,other,-28.122354030269225
2020-07-15,other,-28.9967212279583
2020-07-15,poi,-61.40403800105738
2020-07-15,home,-0.07226278897606297
2020-07-15,business,-87.64757103716036
2020-07-16,business,-88.06798011813322
2020-07-16,poi,-64.83643451265088
2020-07-16,home,-4.258543338558496
2020-07-16,other,-33.030432816359024
2020-07-17,home,-8.758331694208199
2020-07-17,business,-89.06377535518983
2020-07-17,other,-42.902634273886854
2020-07-17,poi,-78.65762664155432
2020-07-18,other,-33.738658536728806
2020-07-18,home,-8.682060158058613
2020-07-18,poi,-78.33507731340563
2020-07-18,business,-51.66640540735285
2020-07-19,poi,-70.796365312925
2020-07-19,business,-44.15514669716345
2020-07-19,home,-14.16608024312408
2020-07-19,other,-46.696394753830674
2020-07-20,other,-34.2285090081952
2020-07-20,poi,-66.58341218111279
2020-07-20,business,-87.30325254515247
2020-07-20,home,-16.54805599220608
2020-07-21,poi,-61.052107780895156
2020-07-21,other,-31.339710119077992
2020-07-21,business,-87.40890210008969
2020-07-21,home,-7.505479061915099
2020-07-22,other,-32.083150404235404
2020-07-22,business,-87.4521298813644
2020-07-22,poi,-69.28495467624059
2020-07-22,home,-8.70418076176448
2020-07-23,other,-33.03682368007061
2020-07-23,home,-5.6513411606660675
2020-07-23,poi,-68.68670681942541
2020-07-23,business,-87.53388159097986
2020-07-24,business,-88.55421467170306
2020-07-24,other,-40.289286037873985
2020-07-24,poi,-77.35896089636131
2020-07-24,home,-9.719136285039443
2020-07-25,home,-8.532588135326913
2020-07-25,poi,-77.49383036340328
2020-07-25,other,-30.163514452013285
2020-07-25,business,-49.81893054492799
2020-07-26,other,-43.62456590827644
2020-07-26,home,-17.0489512007326
2020-07-26,poi,-69.99038519162126
2020-07-26,business,-43.56191731562934
2020-07-27,other,-36.71698717493142
2020-07-27,home,-19.14849639292333
2020-07-27,business,-87.10413188550272
2020-07-27,poi,-61.015861720690054
2020-07-28,poi,-68.67307166653036
2020-07-28,home,-9.518708944218012
2020-07-28,business,-87.26885116943683
2020-07-28,other,-32.799965489590654
2020-07-29,home,-8.382357052741296
2020-07-29,business,-87.11926140787844
2020-07-29,other,-29.57712906352421
2020-07-29,poi,-63.62016754737709
2020-07-30,poi,-66.08942257634162
2020-07-30,other,-28.20952623406059
2020-07-30,business,-86.8423638606584
2020-07-30,home,-3.0315161303632543
2020-07-31,poi,-76.69677107008941
2020-07-31,other,-35.03651866237156
2020-07-31,home,-9.421718906158027
2020-07-31,business,-88.14361292519752
2020-08-01,business,-46.25246529922586
2020-08-01,poi,-78.59823772912532
2020-08-01,other,-28.832413709861846
2020-08-01,home,-4.998718799485169
2020-08-02,poi,-76.51249405888828
2020-08-02,business,-41.34160535517385
2020-08-02,other,-45.61426480347228
2020-08-02,home,-16.221671068854448
2020-08-03,home,-12.82121905878746
2020-08-03,other,-29.94235102493693
2020-08-03,poi,-62.84557974006408
2020-08-03,business,-86.77460355640522
2020-08-04,other,-56.31139273582902
2020-08-04,business,-88.19531333391231
2020-08-04,home,-13.913748910567392
2020-08-04,poi,-83.41290114895835
2020-08-05,home,-3.1125829765261015
2020-08-05,poi,-64.74109360620727
2020-08-05,business,-87.56260658444339
2020-08-05,other,-24.588321556502592
2020-08-06,poi,-64.11620824827693
2020-08-06,home,-1.2462478812176214
2020-08-06,other,-19.54979539954391
2020-08-06,business,-87.129892959716
2020-08-07,poi,-76.34881716674793
2020-08-07,other,-37.8078014635892
2020-08-07,home,-7.100595601927051
2020-08-07,business,-87.76243289526604
2020-08-08,other,-29.980768302323447
2020-08-08,home,-3.495694890161427
2020-08-08,business,-40.617339141679366
2020-08-08,poi,-80.11825454894401
2020-08-09,business,-31.34094766290927
2020-08-09,poi,-70.59437637025458
2020-08-09,other,-40.57600229000708
2020-08-09,home,-14.353515797482984
2020-08-10,poi,-60.868800611494244
2020-08-10,other,-23.5481356134562
2020-08-10,business,-85.99080789364714
2020-08-10,home,-17.93231693711278
2020-08-11,home,-5.810683918266568
2020-08-11,other,-25.17298194847507
2020-08-11,poi,-63.9242800158204
2020-08-11,business,-86.37249801351832
2020-08-12,home,-4.7215446690727525
2020-08-12,poi,-65.91364327669427
2020-08-12,other,-27.577161447776643
2020-08-12,business,-86.00890545250913
2020-08-13,home,-6.518928846830708
2020-08-13,other,-30.09934137940068
2020-08-13,business,-86.36428255082717
2020-08-13,poi,-68.01789138262247
2020-08-14,poi,-75.17636391515599
2020-08-14,home,-8.365163603932436
2020-08-14,business,-87.30273337995452
2020-08-14,other,-38.91032559910678
2020-08-15,poi,-78.98127581119634
2020-08-15,business,-45.33900962171715
2020-08-15,home,-10.84892526863629
2020-08-15,other,-36.2515634192758
2020-08-16,other,-57.63451609603468
2020-08-16,business,-43.4276564494926
2020-08-16,home,-25.836034911895233
2020-08-16,poi,-80.31008972234422
2020-08-17,business,-86.56320909178639
2020-08-17,home,-21.858697215548784
2020-08-17,other,-28.604022174923028
2020-08-17,poi,-65.31509087769183
2020-08-18,business,-86.64570864849101
2020-08-18,other,-24.623581427903463
2020-08-18,poi,-60.895924897283884
2020-08-18,home,-12.42363747212092
2020-08-19,poi,-68.67159186639259
2020-08-19,other,-32.57816496570697
2020-08-19,home,-9.760164141089644
2020-08-19,business,-86.86683001694568
2020-08-20,business,-86.96058798053197
2020-08-20,poi,-61.908480452311835
2020-08-20,other,-27.12846527573983
2020-08-20,home,-7.688812335054285
2020-08-21,business,-88.19488041432898
2020-08-21,home,-16.06398770737758
2020-08-21,other,-41.966472967830384
2020-08-21,poi,-73.0526650955851
2020-08-22,other,-42.82117548642751
2020-08-22,poi,-80.19330888698181
2020-08-22,business,-41.75355935921344
2020-08-22,home,-10.251359673544158
2020-08-23,poi,-74.80301757780985
2020-08-23,other,-48.11081580493797
2020-08-23,home,-19.786210046708106
2020-08-23,business,-30.95832383965409
2020-08-24,home,-21.046903338753296
2020-08-24,poi,-63.04688505869463
2020-08-24,other,-35.262315470411224
2020-08-24,business,-86.25020942781667
2020-08-25,other,-35.08735690939198
2020-08-25,poi,-65.7748882144931
2020-08-25,home,-12.988604109564362
2020-08-25,business,-86.65907600097383
2020-08-26,poi,-62.215368637235024
2020-08-26,other,-35.39580431123763
2020-08-26,home,-15.715760233867638
2020-08-26,business,-86.85330162912402
2020-08-27,other,-43.54941646399285
2020-08-27,poi,-73.3244812436278
2020-08-27,home,-18.944565377872213
2020-08-27,business,-86.88469990340354
2020-08-28,home,-24.4244198364844
2020-08-28,other,-56.43286890801627
2020-08-28,business,-87.66601109377852
2020-08-28,poi,-78.40209048668476
2020-08-29,business,-48.0472632967189
2020-08-29,home,-17.016138807865964
2020-08-29,other,-54.83229234490936
2020-08-29,poi,-83.2792033712192
2020-08-30,other,-45.98822327473289
2020-08-30,home,-21.46807228358847
2020-08-30,business,-39.43691109480224
2020-08-30,poi,-70.03019192708506
2020-08-31,business,-86.55638450806731
2020-08-31,home,-24.03640604601438
2020-08-31,other,-36.16626109608961
2020-08-31,poi,-68.84008562848042
2020-09-01,home,-14.485089831711772
2020-09-01,business,-86.50337695956236
2020-09-01,poi,-72.49414044444387
2020-09-01,other,-40.60693888203147
