date,home_time_perc,work_time_perc,poi_time_perc,unknown_time_perc,unseen_time_perc
2020-01-03,,,,,
2020-01-04,,,,,
2020-01-05,,,,,
2020-01-06,59.722541741191236,8.050738857164843,2.7472018232340307,6.102723303759584,23.376794274650297
2020-01-07,59.21183145900824,8.643563613781389,2.7615650926819724,5.778776200771944,23.604263633756453
2020-01-08,59.28335514951236,8.776212126422703,2.775328410445094,5.633122711487668,23.531981602132173
2020-01-09,59.19203768052411,8.883489232922537,2.793953826141426,5.575507035380993,23.555012225030936
2020-01-10,59.044602351565786,9.007481632055578,2.847823189688277,5.486214144000299,23.613878682690064
2020-01-11,58.95913256141557,9.042157145505204,2.8990628307812676,5.422181628840612,23.677465833457344
2020-01-12,58.95821956882333,9.03136912708369,2.955317877130435,5.334117248274335,23.72097617868821
2020-01-13,58.95695526359426,9.014213185723092,3.0134446215188184,5.230395949501709,23.78499097966213
2020-01-14,59.02920132358521,8.917542748532858,3.0489468421589354,5.1330276803938775,23.87128140532912
2020-01-15,58.99222150306135,8.87008333059321,3.071229636771668,5.1215611149908815,23.944904414582894
2020-01-16,58.92538691658624,8.862380877923522,3.0852362376796956,5.2560924916045595,23.87090347620597
2020-01-17,59.95165026781769,8.15266111569133,3.042104154958291,5.508070013852442,23.345514447680234
2020-01-18,60.12628868154381,8.19582650912552,2.99773738027511,5.48034870859202,23.19979872046353
2020-01-19,60.26580786482457,8.244643464850537,2.9630537152148935,5.455387380935717,23.071107574174274
2020-01-20,60.40994303417884,8.263525523703965,2.939138025651265,5.440402583510032,22.94699083295588
2020-01-21,60.560673422872014,8.305591777752715,2.9205716631721788,5.433983049670435,22.77918008653264
2020-01-22,60.4428362068309,8.299925711173799,2.924945570717987,5.400529253117431,22.93176325815987
2020-01-23,60.47702498895509,8.30897540429295,2.9184902703159663,5.27078442147321,23.02472491496276
2020-01-24,59.57225176928096,9.107622612511438,2.9033292460599656,4.992604703010257,23.424191669137347
2020-01-25,59.49347022371813,9.151917382241956,2.8871612567681124,4.982353388109251,23.485097749162527
2020-01-26,59.5434383157376,9.172704308042535,2.864198732985373,4.975104434284318,23.444554208950137
2020-01-27,59.57815386892875,9.16789077572473,2.828678685537275,4.9770756626529025,23.448201007156307
2020-01-28,59.572836395569254,9.156725305136767,2.809619456318101,4.991485665583208,23.46933317739264
2020-01-29,59.62432315536584,9.161026585356392,2.816628931460803,5.026130770334425,23.3718905574825
2020-01-30,59.519977953397905,9.147356298796725,2.785328158928463,5.187418955358685,23.35991863351817
2020-01-31,59.57772626643102,9.023106207928697,2.794109309924361,5.23483625723782,23.37022195847805
2020-02-01,59.720295936008036,8.959414129176277,2.80104514113985,5.223524734124657,23.295720059551137
2020-02-02,59.80603049739811,8.896455970945112,2.8101166678934697,5.214359673865565,23.273037189897707
2020-02-03,59.98710409708874,8.782259097428014,2.8159332377794115,5.218938240035674,23.195765327668123
2020-02-04,60.73261943749123,8.40856986574654,2.7960090128060244,5.248711267897066,22.814090416059102
2020-02-05,60.82932828571644,8.413554399775707,2.7905805834587007,5.235847852920015,22.730688878129094
2020-02-06,61.040065009718894,8.424026917346845,2.805470267587052,5.064101261033387,22.666336544313797
2020-02-07,61.0923746416307,8.467894245663764,2.7983835233122694,5.019271291029635,22.622076298363606
2020-02-08,60.98519908446447,8.504902848295238,2.8065550554967453,5.029266783778142,22.674076227965358
2020-02-09,60.9021101371268,8.552610301785526,2.8091580127583606,5.023455791318499,22.712665757010782
2020-02-10,60.67003192584527,8.641890959210448,2.835536086315338,5.018746804059991,22.833794224568923
2020-02-11,59.9191918801085,8.896297892701286,2.9022952873375742,5.008861246860742,23.27335369299187
2020-02-12,59.73323911347911,8.890110104907366,2.933519371638434,5.016271293902209,23.426860116072845
2020-02-13,59.56652265661949,8.87807053977733,2.956973396893529,5.083988448007892,23.514444958701713
2020-02-14,59.92207828059492,8.436520174509683,2.9694299776403024,5.260080880596,23.411890686659063
2020-02-15,60.04279066356223,8.423180740047123,2.943982322715704,5.257375028899665,23.332671244775252
2020-02-16,59.9856637769341,8.431433406689338,2.9453797726115036,5.285331253457704,23.352191790307312
2020-02-17,60.00861982042076,8.480928033158706,2.932988498818711,5.283574074111658,23.29388957349013
2020-02-18,59.93647852815964,8.628899321911152,2.909024782852477,5.272556213962263,23.253041153114427
2020-02-19,59.8895801702062,8.623904438007814,2.8930887561877063,5.321873212023452,23.271553423574787
2020-02-20,59.959914328491216,8.621927710947364,2.8818648815773393,5.27040423409219,23.265888844891855
2020-02-21,59.6486107548,9.139346573768105,2.860372891635864,5.066680776422807,23.284989003373184
2020-02-22,59.52621729941018,9.183215090168503,2.87998577560265,5.064376280882198,23.34620555393643
2020-02-23,59.51472366421198,9.211726869402236,2.8722752330930392,5.0405814114225915,23.360692821870117
2020-02-24,59.73804358605593,9.101261094489194,2.857077873496162,5.03756442131559,23.266053024643078
2020-02-25,59.71085646662711,9.111549814263464,2.851290707733071,5.021026279852652,23.30527673152366
2020-02-26,59.69132778936921,9.119300142269141,2.8713690226382727,4.998395371846201,23.31960767387713
2020-02-27,59.50835481599631,9.131056854443175,2.9116408876985593,4.996409751298592,23.45253769056333
2020-02-28,59.36655942012654,9.124943468293049,2.935468197410996,4.999942350628707,23.573086563540667
2020-02-29,59.3533366098371,9.111568067591696,2.945540174710177,5.008439621722825,23.581115526138152
2020-03-01,59.307605444154866,9.099528203950314,2.9622640631760686,5.036636597405874,23.593965691312846
2020-03-02,58.98687552602072,9.235013557746315,2.975848110571321,5.047698920093509,23.754563885568096
