date,metric,StringencyIndex,dailyDeathsPop,dailyCasesPop,state,prec_weighted,temp_weighted,weekday,dayofyear
2020-04-06,0.351862389880931,0.9074,0.111752071324642,0.0,KY,0.10407571319322524,21.0875673873008,0,97
2020-04-07,0.3521691005819973,0.9074,0.0,4.335980367396109,KY,0.008265199533849878,23.190283219232946,1,98
2020-04-08,0.3606593960335457,0.9074,0.447008285298568,0.0,KY,0.005308406073654493,25.82676870164737,2,99
2020-04-09,0.3771149347760573,0.9074,0.0,4.291279538866253,KY,10.494110405264736,27.001653243731127,3,100
2020-04-10,0.4465280064129175,0.9074,0.1788033141194272,7.867345821254798,KY,0.16403146482229136,14.915656962003913,4,101
2020-04-11,0.44010891253142403,0.9074,0.3799570425037828,0.0,KY,0.0013522102932034266,11.477016144159654,5,102
2020-04-12,0.1925378261927597,0.9074,0.0,6.034611851530667,KY,0.3617735393771085,17.71993982965687,6,103
2020-04-13,0.3110299499160484,0.9074,0.15645289985449878,1.229272784571062,KY,39.11953902804643,17.086815708479286,0,104
2020-04-14,0.3420874605672617,0.9074,0.3576066282388544,0.670512427947852,KY,0.7250118400666509,12.362879161017425,1,105
2020-04-15,0.4035775199808297,0.9074,0.0,3.620767110918401,KY,0.13672763696584267,8.141638110162349,2,106
2020-04-16,0.3974141152086403,0.9074,0.2011537283843556,5.0288432096088895,KY,0.0294802279449278,13.053281089987195,3,107
2020-04-17,0.4353749211457085,0.9074,0.3129057997089976,1.9444860410487712,KY,0.005490783027117487,12.967221465354186,4,108
2020-04-18,0.4704581851164241,0.9074,0.1788033141194272,4.134826639011754,KY,8.399522997883057,17.873035242426973,5,109
2020-04-19,0.3495461551635554,0.9074,0.15645289985449878,5.654654809026885,KY,0.018977590079399077,12.16953315404176,6,110
2020-04-20,0.4042527373695557,0.9074,0.0447008285298568,2.011537283843556,KY,0.9587326233464718,15.967540672906859,0,111
2020-04-21,0.4122483173827847,0.9074,0.1788033141194272,3.441963796798974,KY,0.33222868780065545,19.486604862703853,1,112
2020-04-22,0.4188086852405526,0.9074,0.3799570425037828,3.8889720820975424,KY,0.0009464920277344373,17.597425126536862,2,113
2020-04-23,0.36785199939813856,0.9074,0.3129057997089976,2.2573918407577684,KY,2.7547231981302813,20.97531951823081,3,114
2020-04-24,0.4956550683786713,0.9074,0.1341024855895704,6.705124279478522,KY,16.968638278597545,14.921647578850289,4,115
2020-04-25,0.4529724245797461,0.9074,0.2011537283843556,3.0396563400302625,KY,0.20417775167049804,18.896600307905487,5,116
2020-04-26,0.3373661231271623,0.9074,0.111752071324642,3.799570425037828,KY,18.71703411774409,18.154121102633678,6,117
2020-04-27,0.43400930019929,0.9074,0.0670512427947852,1.5868794128099164,KY,5.8763518914834485,12.456453355797322,0,118
2020-04-28,0.4405019502391406,0.9074,0.111752071324642,4.894740724019321,KY,0.20169215752493155,18.906036424908443,1,119
2020-04-29,0.4071167114999037,0.9074,0.2682049711791408,3.620767110918401,KY,0.6673116614898398,23.43841166060853,2,120
2020-04-30,0.4436864406779662,0.9074,0.2011537283843556,3.8219208393027566,KY,13.079188910685234,20.654315517256087,3,121
2020-05-01,0.5880660628662759,0.9074,0.1341024855895704,3.8889720820975424,KY,1.0614534072963544,12.643877182527113,4,122
